,close,open,high,low,volume,adj_close
2020-01-02,91.0792475685066,104.83162963462894,105.29053743826645,90.79574642220445,1857056,91.0792475685066
2020-01-03,99.68532456844002,91.16018922411165,99.8943955186876,91.07252338409273,1884630,99.68532456844002
2020-01-04,94.00460335902227,99.93753261171945,100.65973217387463,93.99292473903162,3984771,94.00460335902227
2020-01-05,99.59264197284142,94.05396804088969,100.4646522656038,92.09865218207689,3218308,99.59264197284142
2020-01-06,94.32168749991104,100.02950029832986,100.36996805722995,94.13749552952545,1959255,94.32168749991104
2020-01-07,91.77160408031128,95.18037873010856,95.24947871637647,91.10693168953765,3068150,91.77160408031128
2020-01-08,105.44998843769697,91.45077397797526,107.36942782830452,90.23691387524752,3445680,105.44998843769697
2020-01-09,97.71126945149189,105.74742676853481,106.01590321494216,97.16801861869168,5709872,97.71126945149189
2020-01-10,104.01297944398284,97.57517745164098,104.38534376649311,97.06646815085449,7030184,104.01297944398284
2020-01-11,103.8226389700914,104.52537045612468,105.94451213877882,103.79702128811229,2937732,103.8226389700914
2020-01-12,97.20671786511554,103.3792329707286,104.08751744734286,95.95377333286571,3414795,97.20671786511554
2020-01-13,96.28744342280447,97.04932547392887,97.66211339936235,95.38508855704488,5286467,96.28744342280447
2020-01-14,95.93151224886105,95.76044682662082,96.2295970349543,93.59503794396784,4366727,95.93151224886105
2020-01-15,98.06586027872977,96.33797504247066,98.47553230167655,95.48585733401562,4903447,98.06586027872977
2020-01-16,95.82461932621291,98.4668741019751,99.34287303065472,95.44823751810014,2511486,95.82461932621291
2020-01-17,99.4394861962811,96.1445413905564,100.50286908108141,95.75624759204955,3590409,99.4394861962811
2020-01-18,96.10111538509581,99.26415948381855,100.11156221357871,95.79093614187988,3661288,96.10111538509581
2020-01-19,89.36917083500188,96.1003646962472,96.1359155420074,89.12357030432774,5057909,89.36917083500188
2020-01-20,91.16697157160574,89.34820539600655,92.37184601317216,87.1232822376602,3492823,91.16697157160574
2020-01-21,88.06608519908183,90.26475543565317,91.95956404250371,87.48684533845412,2525627,88.06608519908183
2020-01-22,87.2866630177194,87.63180901678244,88.22311040144844,86.23905995237331,1218435,87.2866630177194
2020-01-23,92.53048776656065,87.34591898971976,93.1707008242183,87.16329122630674,3987095,92.53048776656065
2020-01-24,86.67185791174265,92.17747379975206,92.90121625171984,85.18082301086677,3070434,86.67185791174265
2020-01-25,99.31985663845313,86.2706803407104,99.74281086134758,85.96491859596009,1834730,99.31985663845313
2020-01-26,93.4933889566595,99.86393827715807,100.2647424310279,92.46939380763502,5656752,93.4933889566595
2020-01-27,97.06964729802966,93.16579866392651,97.57721501311049,92.55308586499918,2746529,97.06964729802966
2020-01-28,87.42819866678829,96.45275984838108,96.48583223546268,86.46126543143738,5450884,87.42819866678829
2020-01-29,92.41410121879078,87.45157167663739,92.96303694521777,86.52886757769375,3671052,92.41410121879078
